path,variant,seed_label,log_index,loss,grad_norm,learning_rate,entropy,num_tokens,mean_token_accuracy,epoch
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,22,0.4463,1.36,9.068e-05,0.424,147500.0,0.904,0.6697
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,23,0.3707,0.6416,8.971e-05,0.3553,154100.0,0.9202,0.7002
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,24,0.5629,1.187,8.869e-05,0.4447,161100.0,0.8909,0.7306
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,25,0.5122,0.5077,8.763e-05,0.3845,167700.0,0.9084,0.761
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,26,0.3668,0.5317,8.652e-05,0.3567,174400.0,0.9202,0.7915
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,27,0.3956,0.4718,8.538e-05,0.331,181100.0,0.9098,0.8219
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,28,0.303,1.174,8.421e-05,0.2974,187500.0,0.9288,0.8524
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,29,0.5019,0.8106,8.299e-05,0.3856,194100.0,0.8964,0.8828
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,30,0.3674,0.8831,8.174e-05,0.3194,200800.0,0.924,0.9132
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,31,0.4179,0.9627,8.045e-05,0.3989,207400.0,0.9158,0.9437
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,32,0.3968,1.001,7.914e-05,0.327,214100.0,0.9202,0.9741
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,33,0.4601,0.8618,7.779e-05,0.3545,220400.0,0.9106,1.003
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,34,0.3846,0.5893,7.641e-05,0.3828,227200.0,0.9087,1.033
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,35,0.353,0.4974,7.5e-05,0.337,234000.0,0.9146,1.064
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,36,0.2951,0.7401,7.357e-05,0.2806,240800.0,0.9334,1.094
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,37,0.3035,0.7046,7.211e-05,0.2547,247200.0,0.9332,1.125
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,38,0.2751,0.4938,7.062e-05,0.2706,253800.0,0.9343,1.155
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,39,0.3987,1.558,6.912e-05,0.2968,260400.0,0.9206,1.186
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,40,0.3984,0.7029,6.759e-05,0.2922,267200.0,0.918,1.216
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,41,0.2369,0.8743,6.604e-05,0.2487,273700.0,0.9375,1.247
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,42,0.3692,0.8131,6.448e-05,0.368,280500.0,0.912,1.277
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,43,0.2903,0.8602,6.29e-05,0.2601,287200.0,0.927,1.307
finetune/logs/run_20260805_150945/BC_facts_answers.train.log,BC_facts_answers,unsuffixed,44,0.2764,0.6152,6.131e-05,0.2281,293900.0,0.9252,1.338
